IdSensore,Data,Valore,Stato,idOperatore
14606,20/02/2023 09:10:00,7.1,VA,1
14606,22/02/2023 10:00:00,8.5,VA,1
14606,23/02/2023 09:40:00,10.6,VA,1
14606,20/05/2018 13:00:00,20.0,VA,1
14606,02/02/2017 10:00:00,5.2,VA,1
